1,31877628,45
1,1366748981,11
1,1468957767,40
1,471374398,22
1,34532020,27
1,29095909,81
1,1811654394,66
1,1409133922,97
1,412319592,70
1,1327174492,92
1,426291338,31
1,404182479,29
1,1805543348,7
1,1332430114,40
1,429482109,66
1,1426032473,73
1,65847,38
1,1417856017,32
1,431259424,62
1,1399132271,84
2,440411226,89
2,1323273922,2
2,1321926963,56
2,191066,5
2,28987656,8
2,167977,49
2,1359605476,38
2,1342288557,24
2,399353381,69
2,1325897605,35
2,461811728,68
2,1391891631,47
2,64317,29
2,1321931465,18
2,1474157807,48
2,1475301492,65
2,1518938,79
2,108406,44
2,1317410061,66
2,1453325902,59
3,1462398995,77
3,1397533229,70
3,108154,92
3,1498076243,38
3,1456023148,59
3,1366748981,85
3,1321932349,42
3,27731362,4
3,1440176324,97
3,1815365737,36
3,1805371675,9
3,1803336046,99
3,167676,72
3,1417818711,24
3,434981388,30
3,1407551413,27
3,1499571141,85
3,454828886,43
3,407004034,36
3,1401482685,37
4,5242816,3
4,1397679287,24
4,451113440,91
4,1336871144,20
4,1426022012,85
4,1809379026,15
4,1491172635,72
4,167712,78
4,1382385235,12
4,1312746456,34
4,64922,11
4,34040693,88
4,516823132,66
4,1441214737,59
4,1396163566,45
4,1362045110,55
4,28947060,53
4,1296590092,98
4,18638057,88
4,1317494316,25
5,1413304559,40
5,464009783,53
5,1803629897,31
5,169152,88
5,1405895503,66
5,1446837083,3
5,1493976789,4
5,439915296,67
5,471268393,60
5,169214,30
5,514765774,71
5,1313052971,68
5,29850685,94
5,1361195373,52
5,1444140174,54
5,26600470,35
5,561438803,88
5,1428767175,6
5,1415078941,90
5,1482662324,32
6,1348548947,78
6,1408944788,87
6,167663,77
6,1453325906,78
6,1352003614,67
6,65126,10
6,569214252,75
6,1440671124,64
6,1464465276,54
6,27588734,64
6,167903,85
6,1479204501,58
6,1487314342,65
6,402070984,62
6,567469341,87
6,1339422595,21
6,1465745941,86
6,1357425553,48
6,1388608524,74
6,1449822898,88
7,1468471041,38
7,569200216,91
7,1811408620,88
7,407450222,86
7,1486513704,0
7,165346,46
7,1336864149,95
7,1811178275,24
7,1491172635,90
7,26305527,67
7,1449794967,34
7,399353381,99
7,412902689,80
7,29357467,50
7,1417723811,91
7,1804586180,65
7,1453162682,70
7,191066,17
7,1500947433,70
7,1806584182,64
8,34364633,1
8,569214253,55
8,27483203,11
8,1811102198,96
8,1811178908,22
8,1466297109,95
8,1491495190,1
8,29764562,98
8,32619105,84
8,518092252,50
8,1340001158,52
8,1804629995,25
8,1350187242,87
8,34040694,12
8,1808575280,9
8,65099,75
8,1454975693,1
8,1449406576,31
8,27646693,56
8,1808652453,54
9,1437251187,31
9,1494287008,53
9,421148956,6
9,1355927292,44
9,500913470,90
9,864107063,27
9,1456030852,49
9,1406648887,7
9,108886,24
9,1345844541,42
9,167730,8
9,36198046,21
9,1453325908,55
9,1495429143,88
9,1816018288,70
9,65766,79
9,1811652450,45
9,66272,71
9,1486513704,12
9,1812980560,38
10,1449406576,39
10,1436961038,97
10,1816776914,70
10,1296590092,68
10,1321941182,1
10,1413377028,23
10,28427757,23
10,27955657,45
10,1813771449,3
10,1494286846,44
10,1803336415,22
10,1400047317,79
10,65758,85
10,1396204675,70
10,517571371,84
10,504624714,53
10,1327066230,35
10,1814624639,21
10,1327057005,62
10,1446233390,20
11,1362045110,53
11,27955658,11
11,28987656,64
11,34179922,90
11,1341185307,4
11,34057017,93
11,1482659719,15
11,1501461368,0
11,570086034,6
11,1391441275,48
11,1447967001,82
11,1461142410,32
11,1345904106,17
11,27588760,38
11,1815006058,68
11,1296550397,10
11,486323960,99
11,864107063,69
11,1434139039,62
11,1401790402,8
12,33525635,49
12,1406809993,87
12,1329843323,13
12,1491172635,98
12,1306507727,68
12,1814624639,25
12,1493104771,43
12,1431636755,0
12,1446837084,18
12,29418040,71
12,1814850927,48
12,191179,26
12,1422992245,35
12,556030689,97
12,1336871144,18
12,1402872787,60
12,29785948,25
12,1406049028,55
12,1441806801,32
12,1449681796,10
13,1472060108,68
13,546723152,25
13,431357146,3
13,1421271606,72
13,1305475995,38
13,404182479,39
13,1397489326,97
13,1501723017,74
13,1329719930,96
13,465677131,71
13,1808575280,21
13,484058255,3
13,1462400072,81
13,1325484614,78
13,409060097,36
13,1483477834,41
13,5242816,99
13,1437950567,21
13,518894283,50
13,31134196,51
14,569212211,74
14,473740829,7
14,473964502,44
14,492145160,70
14,28310560,72
14,1442031605,57
20,1806926515,89
14,1431636755,90
14,1408763453,85
14,569213221,54
14,1299570603,7
14,404182479,85
14,471385043,35
14,1812979712,80
14,1461669613,66
14,1371428499,94
14,569212213,55
14,428350501,69
14,1479206360,55
14,1374061040,24
14,1467941372,86
15,1318234987,60
15,1397659461,41
15,26305540,91
15,1340001175,28
15,1814769698,50
15,1321931465,72
15,1344814341,45
15,1805527509,75
15,165347,76
15,1336866383,18
15,1804586180,55
15,29728259,17
15,411315173,19
15,1406648893,52
15,165405,42
15,426852063,71
15,1318235595,61
15,167715,86
15,28240120,89
15,1411003813,22
16,1387623889,20
16,1453326527,77
16,1329719926,63
16,29764563,64
16,1327071091,46
16,1469590530,72
16,1492523045,85
16,191084,10
16,1441806801,68
16,1430224832,94
16,28254799,55
16,556030689,21
16,64922,59
16,407459146,4
16,25731529,5
16,169243,3
16,29764567,52
16,29764560,51
16,1366748981,11
16,453776498,92
17,568517293,69
17,1461005049,99
17,1498342267,85
17,1808652336,14
17,518092252,80
17,108134,14
17,28240120,55
17,108269,32
17,1332489594,70
17,1808492017,48
17,29418039,33
17,1411798801,63
17,534540578,36
17,1469005999,14
17,1387564796,51
17,421148956,86
17,1491495234,87
17,1466680906,45
17,418603441,34
17,1297742771,15
18,1349279287,30
18,569214250,23
18,169255,1
18,1426022019,31
18,27984964,36
18,64922,97
18,1480374953,11
18,1352801248,48
18,167850,15
18,169140,4
18,1453326528,38
18,1306497615,47
18,865460479,52
18,1445982161,74
18,33111724,80
18,1429297755,78
18,1803349526,55
18,1337549064,9
18,1411003813,66
18,1317494309,24
19,1407844799,38
19,1462398995,47
19,1415566662,67
19,34040698,32
19,1413996215,42
19,26305545,83
19,1374056688,34
19,1429908253,39
19,1453361116,21
19,1480052483,74
19,108138,44
19,1424536568,97
19,167937,15
19,1808920019,21
19,108138,46
19,34964198,28
19,557581326,77
19,519250024,18
19,1459659742,44
19,1293886117,94
20,519250019,36
20,1430829926,49
20,1451692373,83
20,36586466,84
20,66282,26
20,1480074278,32
20,1369383684,30
20,1804586180,31
20,29418036,12
20,1421191830,34
20,1413127289,91
20,1377368937,6
20,1375514133,39
20,466370500,1
20,1406648893,66
20,1487614828,51
20,65099,97
20,569200217,38
20,1467941372,74
